"country","day_in_year","trousers","skirts","blouses","sale","avg_price","last_product_price","cluster"
"29",103,3,2,4,14,39.3913043478261,28,1
"24",138,8,0,0,2,43.5,43,3
"29",215,0,1,0,0,57,57,2
"29",140,1,0,0,4,37,33,1
"29",104,0,0,0,1,43,43,1
"29",135,0,0,3,6,35,43,1
"29",172,3,0,1,3,36.5714285714286,28,2
"29",102,0,0,1,0,57,57,1
"29",163,0,0,1,0,48,48,2
"29",197,2,1,0,0,41.3333333333333,48,2
"9",135,2,0,4,0,38,33,3
"46",134,1,0,0,0,28,28,3
"29",226,3,0,0,0,29.6666666666667,33,2
"29",171,2,0,1,0,34.6666666666667,28,2
"9",185,0,4,0,0,52.25,57,3
"29",191,1,1,0,0,59.5,62,2
"29",158,0,1,0,0,52,52,2
"29",182,0,0,0,4,38,43,2
"29",217,0,1,0,4,44.8,52,2
"29",202,0,1,2,2,39.8,33,2
"29",180,0,1,0,0,52,52,2
"29",225,0,0,3,3,36.3333333333333,28,2
"29",198,0,0,0,2,30.5,33,2
"29",225,12,1,4,10,44.1481481481481,43,2
"29",156,1,0,1,0,35.5,28,2
"29",153,1,1,0,0,47.5,57,2
"29",117,0,0,2,0,35.5,43,1
"29",186,0,2,0,0,64.5,62,2
"46",219,3,1,2,0,50.8333333333333,72,2
"29",156,0,0,0,3,29.6666666666667,33,2
"29",146,0,3,2,1,44.3333333333333,48,1
"29",217,0,0,1,4,39,48,2
"29",171,7,1,5,0,44.4615384615385,57,2
"29",188,2,0,0,3,39,48,2
"9",136,7,5,9,0,44.3333333333333,57,3
"9",92,0,1,0,0,67,67,3
"29",104,0,0,0,3,38,33,1
"29",99,1,18,0,0,51.5789473684211,57,1
"29",144,6,0,0,1,38.5714285714286,38,1
"29",175,0,9,0,0,53.5555555555556,48,2
"29",151,3,11,0,1,52.9333333333333,28,1
"29",151,3,0,0,0,46,62,1
"29",116,2,1,0,0,38,43,1
"29",199,0,0,1,0,33,33,2
"29",172,2,5,1,16,43,48,2
"29",146,0,5,0,0,48.6,62,1
"9",171,11,0,0,0,57,82,3
"29",157,1,0,1,0,29.5,33,2
"29",107,3,0,0,0,47.6666666666667,43,1
"29",205,3,0,0,0,36.3333333333333,38,2
"29",207,0,0,1,0,38,38,2
"29",220,0,0,2,0,30.5,33,2
"29",152,0,0,1,0,57,57,1
"29",164,2,0,3,0,46.8,33,2
"29",162,9,0,1,0,44.5,62,2
"29",97,0,6,0,0,52.3333333333333,38,1
"29",223,0,1,0,0,62,62,2
"29",165,15,0,0,0,56.8,72,2
"29",105,0,3,0,0,47.6666666666667,38,1
"29",155,0,1,0,0,38,38,2
"29",97,0,4,0,0,53.5,57,1
"29",157,22,10,2,24,42.6379310344828,43,2
"29",195,0,0,10,13,41.7391304347826,48,2
"29",118,0,2,0,0,54.5,57,1
"29",181,0,1,0,0,57,57,2
"29",172,1,0,1,0,39,50,2
"29",171,1,0,0,0,38,38,2
"29",179,1,0,0,0,43,43,2
"29",223,0,0,3,0,46.3333333333333,48,2
"29",99,2,0,1,2,44.8,38,1
"38",137,2,2,2,1,44.4285714285714,28,3
"29",102,2,1,0,0,47.6666666666667,43,1
"29",102,2,0,0,0,35.5,43,1
"29",109,3,2,0,3,42.75,52,1
"9",98,5,5,2,0,43.8333333333333,38,3
"24",135,0,0,0,1,38,38,3
"46",142,0,1,0,0,57,57,3
"29",116,2,1,5,19,36.962962962963,52,1
"29",130,2,0,0,1,44.3333333333333,38,1
"46",190,0,2,0,0,59.5,62,2
"29",98,1,0,0,0,28,28,1
"29",216,0,1,0,0,52,52,2
"29",118,2,0,0,0,50,62,1
"29",135,12,0,1,0,50,43,1
"29",151,4,11,3,3,44.8095238095238,43,1
"29",154,0,0,2,0,30.5,33,2
"29",185,1,0,0,0,43,43,2
"9",112,2,1,8,0,41.0909090909091,43,3
"29",107,2,0,0,0,50,72,1
"29",120,3,0,7,0,54.3,43,1
"29",224,0,0,0,1,48,48,2
"29",214,0,1,0,4,44.8,28,2
"29",192,0,1,0,0,57,57,2
"29",192,0,0,2,0,41.5,33,2
"29",119,0,2,1,0,54,67,1
"29",93,0,1,0,0,67,67,1
"24",100,1,0,0,0,38,38,1
"29",135,0,1,0,0,67,67,1
"29",146,1,3,6,10,39.55,43,1
"29",157,1,5,0,1,45.5714285714286,33,2
"9",141,1,0,0,0,43,43,3
"29",224,2,0,0,0,35.5,43,2
"29",137,0,1,0,0,57,57,1
"29",118,1,3,0,0,46.25,33,1
"29",189,1,0,1,0,33,38,2
"29",107,0,9,5,0,48.0714285714286,57,1
"29",139,0,3,0,2,42.8,38,1
"29",211,1,0,1,2,47.5,38,2
"29",102,2,1,3,1,40,33,1
"46",111,0,0,1,0,48,48,1
"29",178,10,17,27,5,44.4915254237288,60,2
"29",120,7,0,3,0,54,57,1
"29",117,0,0,0,1,23,23,1
"29",114,0,1,0,0,62,62,1
"29",111,2,2,0,1,45.6,28,1
"29",224,2,4,0,0,49.1666666666667,52,2
"46",206,2,0,2,0,44.25,48,2
"29",153,3,0,0,1,46.5,48,2
"29",153,1,0,0,0,33,33,2
"29",137,0,2,0,0,50,38,1
"29",141,0,5,7,4,38.9375,48,1
"29",104,15,8,11,14,45.5208333333333,57,1
"29",222,1,0,1,0,38,33,2
"29",176,7,2,7,16,41.25,57,2
"29",107,0,1,0,2,51,48,1
"9",141,0,0,2,0,23,26,3
"29",106,0,0,6,5,41.5454545454545,28,1
"29",170,0,0,7,3,36.4,38,2
"29",143,7,2,0,1,47.6,62,1
"46",94,0,3,0,0,58.6666666666667,57,1
"29",169,1,0,0,0,28,28,2
"29",126,0,2,3,0,47.8,67,1
"29",152,7,2,1,14,38.6666666666667,48,1
"29",105,1,0,3,0,35.5,33,1
"29",196,1,6,0,0,48.1428571428571,57,2
"29",182,0,0,0,1,48,48,2
"29",129,0,0,2,0,38,28,1
"29",107,0,1,0,0,57,57,1
"29",191,8,1,0,0,47.1111111111111,62,2
"29",92,1,0,1,0,40.5,33,1
"29",185,17,1,8,19,37.9777777777778,48,2
"29",225,1,2,3,0,51.8333333333333,57,2
"29",176,0,2,0,0,59.5,67,2
"29",218,3,0,0,0,50.6666666666667,62,2
"29",92,0,0,1,0,48,48,1
"29",204,4,3,0,0,45.7142857142857,60,2
"29",122,0,0,0,4,34.25,28,1
"29",102,0,2,0,0,57,57,1
"29",222,1,0,2,3,46.8333333333333,65,2
"29",219,0,1,0,2,44.3333333333333,52,2
"29",173,10,4,5,15,44.0882352941176,62,2
"29",107,0,0,1,0,20,20,1
"29",166,0,4,0,0,62,62,2
"29",181,4,7,0,6,43.8823529411765,43,2
"29",209,2,1,4,1,50,38,2
"9",109,0,6,0,0,47.5,48,3
"29",109,3,0,0,0,33,33,1
"9",210,9,1,1,0,44.5454545454545,33,3
"29",142,0,5,0,0,47.6,38,1
"29",147,2,0,10,0,38.9166666666667,50,1
"29",94,0,0,1,0,48,48,1
"29",218,4,2,0,0,60.6666666666667,62,2
"29",165,4,0,6,12,39.0909090909091,43,2
"29",101,0,22,3,4,47.2413793103448,43,1
"29",219,0,4,4,0,45.625,28,2
"29",166,2,0,2,0,35.5,43,2
"29",196,0,3,0,0,47.3333333333333,38,2
"29",178,0,6,0,2,49.375,67,2
"29",195,12,0,2,0,47.3571428571429,48,2
"41",211,2,0,0,0,33,38,2
"29",133,1,0,0,0,38,38,1
"29",167,0,0,2,0,48,48,2
"46",97,0,1,0,0,52,52,1
"29",140,1,2,0,2,39.8,28,1
"46",104,1,0,0,0,62,62,1
"9",98,4,2,0,0,49.1666666666667,67,3
"29",93,0,0,1,0,28,28,1
"29",206,1,0,0,0,82,82,2
"29",92,0,0,0,9,33.5555555555556,23,1
"29",109,0,1,4,0,44.8,52,1
"29",198,0,2,0,3,39,43,2
"29",215,0,7,0,1,47,38,2
"29",117,1,0,0,0,38,38,1
"29",189,4,4,1,0,46,52,2
"29",225,1,0,0,0,38,38,2
"29",93,1,0,0,0,43,43,1
"29",180,0,4,0,2,45,28,2
"29",220,0,3,0,0,52.3333333333333,38,2
"29",183,0,1,0,0,57,57,2
"29",206,1,0,7,3,41.8181818181818,62,2
"29",201,2,5,2,5,42.7857142857143,38,2
"9",109,1,0,2,0,52.6666666666667,48,3
"29",159,1,5,0,5,41.7272727272727,38,2
"29",155,2,0,1,1,48.75,38,2
"29",126,0,1,0,5,40.3333333333333,52,1
"29",133,0,1,1,0,52.5,57,1
"29",202,1,0,0,0,62,62,2
"29",108,2,1,2,2,49.1428571428571,43,1
"44",92,0,0,1,0,28,28,1
"29",216,0,14,0,1,54.4666666666667,67,2
"29",98,4,0,0,0,48.75,62,1
"29",93,0,3,0,25,37.9285714285714,33,1
"29",177,1,0,0,0,43,43,2
"29",217,0,0,2,0,35.5,23,2
"29",125,1,1,0,0,58.5,57,1
"21",108,1,2,11,8,42.2272727272727,57,1
"29",119,0,3,0,8,37.8181818181818,57,1
"29",146,3,0,0,0,44.3333333333333,38,1
"9",93,1,0,0,0,62,62,3
"29",119,0,4,6,6,39,43,1
"29",205,0,1,0,0,43,43,2
"36",105,0,2,0,0,54.5,57,1
"29",100,0,1,0,0,38,38,1
"29",139,1,0,9,0,44,43,1
"29",102,0,2,0,0,45,52,1
"29",194,0,0,0,2,40.5,33,2
"29",213,0,0,2,0,34,48,2
"29",150,0,9,5,0,46.2142857142857,48,1
"29",200,0,0,2,0,48,48,2
"29",149,0,3,0,0,58.6666666666667,57,1
"29",161,0,1,0,0,57,57,2
"29",192,1,2,5,18,45.5769230769231,28,2
"29",212,2,0,0,2,39.75,33,2
"29",133,0,0,3,0,46,33,1
"29",132,0,1,0,0,52,52,1
"29",120,9,0,0,3,44.0833333333333,28,1
"9",175,1,3,0,0,39.25,38,3
"29",100,1,1,1,1,47.75,43,1
"9",204,5,1,0,0,54.1666666666667,38,3
"9",162,0,0,2,0,38,48,3
"9",199,1,0,0,0,62,62,3
"29",208,3,0,0,2,42,48,2
"46",105,1,0,0,0,38,38,1
"29",206,0,0,2,0,43,43,2
"29",130,0,3,0,0,54,57,1
"29",174,0,2,1,0,41.3333333333333,38,2
"9",187,0,2,0,0,40.5,43,3
"29",101,3,2,0,0,42.8,33,1
"46",213,3,0,1,6,43,38,2
"29",221,3,0,0,13,39.375,38,2
"29",158,0,2,0,0,47.5,57,2
"29",152,0,0,0,4,34.25,38,1
"29",122,2,1,0,0,44.3333333333333,38,1
"29",217,1,0,0,0,43,43,2
"9",118,0,0,5,0,50.2,48,3
"29",96,0,4,0,0,57,57,1
"9",152,5,0,0,0,40.8,33,3
"29",184,1,0,1,0,50,28,2
"29",169,3,0,0,0,36.3333333333333,38,2
"29",137,3,1,8,14,38.0384615384615,33,1
"29",221,3,0,0,0,52.6666666666667,43,2
"29",136,0,2,0,0,54.5,57,1
"9",92,6,0,2,0,42.125,28,3
"29",120,0,0,0,4,43,38,1
"29",198,0,0,1,0,48,48,2
"29",203,3,0,0,0,46,38,2
"29",178,0,0,3,0,33,48,2
"24",111,1,0,0,0,62,62,1
"29",92,2,5,0,3,50,43,1
"29",208,3,0,3,4,35.5,43,2
"29",92,0,0,0,6,40.5,33,1
"29",92,0,0,4,5,36.3333333333333,43,1
"29",93,0,8,0,5,43.4615384615385,43,1
"29",197,1,0,0,0,28,28,2
"9",137,1,3,2,0,44.3333333333333,28,3
"29",212,0,6,4,1,48.4545454545455,38,2
"29",137,0,3,0,0,46,38,1
"29",100,1,0,5,1,37.8571428571429,28,1
"29",129,0,0,0,3,39.6666666666667,43,1
"29",211,1,0,5,1,34.4285714285714,38,2
"29",126,7,0,0,0,48.4285714285714,62,1
"29",113,10,0,0,15,39.68,38,1
"16",166,0,0,0,1,38,38,2
"29",96,0,0,1,0,43,43,1
"29",199,0,0,0,3,43,43,2
"29",110,1,0,0,0,62,62,1
"29",190,0,8,0,0,49.25,38,2
"29",167,0,6,0,0,53.3333333333333,67,2
"24",189,0,0,0,1,33,33,2
"29",99,3,0,0,0,42,38,1
"9",162,6,5,4,0,46.9333333333333,33,3
"29",222,1,0,0,3,40.25,43,2
"29",148,4,0,8,0,41.0833333333333,62,1
"29",161,0,0,2,0,48,48,2
"29",150,0,0,1,0,48,48,1
"29",203,5,4,5,0,49.5,52,2
"29",95,0,1,0,0,52,52,1
"29",153,0,0,1,0,43,43,2
"29",105,1,0,0,1,38,43,1
"9",199,0,0,1,0,48,48,3
"29",134,0,0,0,1,28,28,1
"9",128,2,0,0,0,62,62,3
"29",101,2,1,0,10,38.7692307692308,38,1
"29",99,0,0,2,0,33,33,1
"29",94,0,0,2,0,38,28,1
"29",100,0,0,0,1,38,38,1
"29",184,2,0,2,6,35,28,2
"29",108,1,23,14,8,46.304347826087,38,1
"29",128,2,0,0,1,44.3333333333333,38,1
"29",135,3,5,9,6,45.6086956521739,38,1
"24",157,1,0,0,0,38,38,3
"29",171,2,1,3,1,33.7142857142857,23,2
"29",158,2,0,0,0,67,62,2
"29",97,0,0,3,1,36.75,38,1
"9",163,2,0,0,0,52.5,43,3
"46",225,2,2,2,0,49.1666666666667,72,2
"29",113,0,1,1,0,45,62,1
"29",157,3,0,2,4,42,28,2
"29",106,0,0,0,1,38,38,1
"29",125,0,0,0,8,33.625,38,1
"29",170,2,0,1,0,44.3333333333333,28,2
"29",139,1,0,0,0,38,38,1
"29",219,0,0,1,3,45.25,33,2
"29",205,0,3,0,0,55.6666666666667,62,2
"29",183,1,0,0,0,62,62,2
"29",178,3,2,4,2,46.8181818181818,43,2
"29",212,0,0,0,1,33,33,2
"29",123,1,2,1,12,41.3125,48,1
"29",113,2,0,0,0,38,38,1
"29",108,6,1,0,2,47.6666666666667,38,1
"46",115,0,2,0,0,45,38,1
"29",151,2,1,0,0,41,28,1
"41",191,1,0,2,2,36,38,2
"9",218,1,0,4,0,44.6,62,3
"9",197,9,0,5,0,40.7857142857143,52,3
"46",144,0,1,1,0,50,43,3
"9",180,3,0,1,0,47.75,48,3
"29",136,0,11,0,0,45.3636363636364,57,1
"9",180,0,0,1,0,20,20,3
"9",123,2,0,0,0,62,62,3
"29",104,2,5,0,3,42.6,52,1
"29",172,0,0,5,8,39.9230769230769,48,2
"29",145,0,0,2,0,40,52,1
"29",94,1,1,0,0,57,62,1
"29",129,0,0,1,0,33,33,1
"29",113,3,3,5,0,42,28,1
"29",136,0,1,0,0,57,57,1
"29",216,2,0,4,0,45.1666666666667,62,2
"29",104,4,0,0,4,37,33,1
"29",164,2,2,0,1,44.8,43,2
"9",196,1,0,0,0,28,28,3
"29",209,4,0,0,0,48.75,62,2
"29",92,1,3,0,0,54.75,57,1
"29",148,5,0,2,0,41.4285714285714,43,1
"29",105,0,0,1,0,28,28,1
"29",174,0,0,0,3,38,33,2
"29",95,3,0,0,0,46,38,1
"29",211,8,5,0,4,44.5294117647059,43,2
"29",191,2,0,0,0,35.5,33,2
"29",142,5,0,3,0,40.125,28,1
"29",97,0,2,0,0,38,38,1
"29",225,2,3,0,1,51.1666666666667,38,2
"29",129,5,3,3,0,44.6363636363636,38,1
"29",132,4,1,0,0,52.4,52,1
"29",178,1,0,0,0,38,38,2
"24",105,6,1,0,1,48.875,38,1
"9",151,8,0,0,0,41.125,43,3
"9",197,4,0,1,0,45.8,43,3
"29",114,4,0,0,4,41,38,1
"29",163,1,0,1,0,35.5,43,2
"29",139,0,2,11,6,40.5789473684211,43,1
"29",154,0,1,0,0,52,52,2
"29",204,0,7,0,10,43,57,2
"29",160,0,0,2,1,33,28,2
"29",218,0,1,0,0,52,52,2
"9",206,3,1,4,0,47,52,3
"29",171,0,2,0,0,64.5,62,2
"29",118,0,1,1,0,42.5,57,1
"24",177,0,0,0,2,28,28,2
"29",163,0,0,2,0,48,48,2
"29",127,3,0,0,0,38,38,1
"9",110,12,8,13,0,45.1212121212121,43,3
"29",98,7,1,0,3,41.4545454545455,33,1
"44",141,1,2,1,0,41.5,38,3
"29",212,3,0,1,7,37.4545454545455,72,2
"29",179,0,0,13,0,42.5384615384615,28,2
"29",225,0,0,0,4,36.75,33,2
"29",163,1,11,0,0,46.3333333333333,38,2
"29",154,1,0,2,0,33,23,2
"29",149,3,2,0,2,37.1428571428571,28,1
"29",205,1,3,2,11,40.1764705882353,52,2
"29",201,1,1,0,1,52.3333333333333,62,2
"9",188,27,0,3,0,46.4,43,3
"29",190,0,15,0,0,52.7333333333333,57,2
"9",144,0,1,0,0,57,57,3
"24",96,0,3,0,0,50.6666666666667,57,1
"29",103,0,0,0,1,38,38,1
"29",153,6,0,3,0,48.3333333333333,20,2
"9",98,0,2,0,0,64.5,67,3
"29",194,0,0,1,0,48,48,2
"29",168,0,0,0,2,38,38,2
"29",198,0,1,2,0,41,28,2
"29",176,0,5,0,7,37.8333333333333,28,2
"29",199,0,0,5,0,30,28,2
"29",121,0,0,2,0,48,48,1
"29",139,0,0,4,0,36.75,43,1
"29",109,0,4,4,1,48.7777777777778,62,1
"46",100,0,0,1,0,43,43,1
"29",141,2,4,5,0,43.4545454545455,38,1
"29",202,11,0,0,7,48.1111111111111,43,2
"29",213,1,2,0,0,55.3333333333333,52,2
"29",110,0,2,0,0,67,67,1
"29",132,5,1,0,1,41.2857142857143,43,1
"29",146,5,0,5,1,37.4545454545455,28,1
"29",219,0,0,0,4,34.25,48,2
"9",93,0,1,0,0,52,52,3
"29",202,1,0,0,0,38,38,2
"9",133,1,0,0,0,62,62,3
"29",206,11,0,3,0,52.2857142857143,57,2
"29",163,0,1,2,0,42.6666666666667,33,2
"29",117,1,1,0,0,59.5,62,1
"29",189,3,0,0,0,47.6666666666667,38,2
"29",148,2,1,0,0,41,43,1
"29",193,0,0,5,3,43.25,43,2
"29",95,3,0,1,2,50.5,38,1
"9",148,3,1,0,0,40.25,38,3
"29",199,1,0,0,0,62,62,2
"29",171,0,9,0,6,45.6666666666667,52,2
"29",158,8,0,0,0,53.25,38,2
"29",193,2,0,0,0,33,38,2
"29",128,0,3,0,0,57.3333333333333,67,1
"29",101,1,5,3,4,41.9230769230769,28,1
"29",200,0,0,4,3,44.8571428571429,33,2
"29",202,0,0,2,0,23,23,2
"29",217,2,1,0,0,47.6666666666667,57,2
"29",105,0,0,0,1,38,38,1
"29",100,4,2,0,7,42.0769230769231,38,1
"29",148,0,0,0,3,31.3333333333333,28,1
"29",128,3,0,2,4,36.3333333333333,38,1
"9",97,0,0,8,0,38,20,3
"29",136,0,2,0,1,42.6666666666667,33,1
"29",222,4,3,3,1,46.5454545454545,62,2
"29",117,2,0,0,0,35.5,28,1
"29",94,14,3,13,0,44.9,38,1
"29",113,3,0,0,1,34.25,43,1
"29",134,3,1,0,0,46.5,38,1
"29",139,0,0,1,0,33,33,1
"9",105,28,0,41,0,44.4782608695652,50,3
"46",192,5,1,2,0,43.375,60,2
"29",114,1,0,0,0,38,38,1
"46",136,1,0,0,0,43,43,3
"29",171,0,1,0,4,39.8,38,2
"29",225,0,0,0,1,38,38,2
"29",131,0,0,2,0,34.5,26,1
"29",166,8,0,1,3,38.5833333333333,48,2
"29",163,0,7,0,2,43.2222222222222,33,2
"29",205,0,1,0,0,57,57,2
"29",94,6,12,12,14,43.7954545454545,23,1
"29",140,1,1,0,1,43,43,1
"29",223,0,0,5,0,40,48,2
"9",213,0,1,0,0,52,52,3
"9",129,3,0,0,0,55.6666666666667,62,3
"29",114,9,4,9,10,41.40625,57,1
"9",101,4,4,0,0,47.75,33,3
"9",161,2,0,0,0,40.5,38,3
"9",123,0,11,0,0,50.6363636363636,33,3
"29",214,1,1,2,0,39,33,2
"29",203,2,0,2,3,36.5714285714286,38,2
"29",156,1,0,0,0,33,33,2
"29",179,3,3,11,3,45.55,48,2
"29",141,2,0,0,0,72,62,1
"29",99,6,0,0,0,42.3333333333333,33,1
"29",112,0,2,4,2,44,28,1
"29",107,0,2,0,6,38.5,33,1
"9",141,4,1,2,0,44.2857142857143,38,3
"29",161,0,3,15,5,39.1304347826087,33,2
"29",139,0,3,3,0,47.5,67,1
"29",126,0,0,5,0,21.2,20,1
"29",126,38,0,0,6,43.9545454545455,33,1
"29",103,9,4,2,11,40.4230769230769,38,1
"29",152,0,4,0,6,38.8,28,1
"29",170,1,0,2,3,41.1666666666667,28,2
"29",198,0,0,1,1,43,38,2
"29",204,0,0,2,3,38,33,2
"29",156,8,0,0,4,42,23,2
"29",102,4,0,1,0,45.6,62,1
"12",215,2,0,0,1,31.3333333333333,28,2
"29",95,0,2,1,0,49.3333333333333,48,1
"29",108,7,9,2,2,41.7,38,1
"9",140,4,8,8,0,46.7,57,3
"29",119,0,3,5,3,38.6363636363636,28,1
"21",212,0,0,0,1,33,33,2
"29",199,0,0,2,0,33,33,2
"9",150,2,1,1,0,55,43,3
"29",165,3,3,4,0,45.6,67,2
"29",176,0,0,1,0,43,43,2
"29",98,0,5,0,3,48.125,38,1
"29",139,0,4,0,0,46.25,52,1
"29",161,0,3,0,0,54,38,2
"29",159,0,0,0,3,31.3333333333333,23,2
"29",116,5,0,0,0,41.8,38,1
"29",160,0,0,1,2,42.6666666666667,38,2
"29",115,0,1,1,1,33,38,1
"9",94,1,0,0,0,43,43,3
"29",155,0,3,0,0,46,38,2
"29",107,0,0,1,2,42,23,1
"29",143,0,0,1,0,48,48,1
"29",166,0,2,0,0,57,57,2
"29",127,0,0,1,0,33,33,1
"29",171,0,6,6,14,37.3076923076923,57,2
"29",204,0,0,0,5,42,28,2
"29",106,1,0,0,1,28,28,1
"29",207,1,8,7,45,40.1803278688525,28,2
"29",191,0,0,0,1,38,38,2
"29",94,0,0,3,15,38.5555555555556,33,1
"29",126,0,2,0,0,57,57,1
"29",182,2,0,4,0,41.3333333333333,43,2
"29",160,0,3,0,1,54.75,62,2
"9",163,3,0,0,0,56,82,3
"29",170,0,2,0,0,57,62,2
"29",206,1,0,0,0,38,38,2
"29",179,7,1,13,0,43.3333333333333,52,2
"29",116,1,0,0,0,62,62,1
"29",224,0,0,0,2,43,48,2
"29",223,5,5,4,8,46.3181818181818,67,2
"29",171,0,4,2,0,49.1666666666667,57,2
"29",133,1,0,1,0,38,48,1
"29",200,1,0,0,0,33,33,2
"29",149,7,6,1,0,48.3571428571429,38,1
"3",214,8,0,2,7,46.5294117647059,43,2
"24",135,0,1,3,0,47.5,57,3
"24",154,1,0,1,4,36.3333333333333,43,3
"9",166,1,5,3,0,41.5555555555556,20,3
"29",206,0,0,1,2,46,43,2
"9",96,9,0,0,0,51,72,3
"29",189,2,0,0,3,49.6,62,2
"9",105,0,2,0,0,52,52,3
"29",184,0,8,0,4,46.75,38,2
"29",97,0,0,0,2,33,38,1
"29",132,3,6,0,1,45.2,57,1
"29",197,0,5,0,0,48.4,38,2
"29",202,17,0,0,0,49.8235294117647,60,2
"29",109,1,0,0,0,82,82,1
"29",93,0,4,0,1,47.4,33,1
"29",220,0,0,0,1,43,43,2
"9",205,0,1,0,0,57,57,3
"29",97,0,5,0,0,50.4,57,1
"29",205,2,2,0,0,63.25,82,2
"29",162,1,0,1,0,33,28,2
"29",211,9,0,1,0,46.9,20,2
"29",220,7,0,0,3,48.7,38,2
"29",156,3,2,0,2,40.5714285714286,62,2
"29",205,0,1,2,1,36.75,28,2
"29",203,3,0,0,1,45.25,43,2
"9",181,8,0,0,0,42.125,62,3
"29",126,0,2,3,0,41.6,52,1
"29",152,0,2,0,3,48.6,67,1
"29",146,5,0,7,10,39.1363636363636,48,1
"24",122,1,0,0,0,43,43,1
"29",167,1,4,0,0,45.6,38,2
"29",209,0,0,3,0,27,20,2
"29",99,0,3,1,0,55,48,1
"29",151,1,0,1,0,40.5,48,1
"29",93,3,0,1,2,43.6666666666667,38,1
"29",202,5,0,0,0,52.4,62,2
"29",192,0,0,0,2,38,43,2
"46",196,3,1,0,0,41.75,38,2
"9",198,22,0,0,0,56.1363636363636,62,3
"29",208,3,0,2,2,51.8571428571429,43,2
"29",192,0,5,0,0,50.4,38,2
"46",92,0,0,1,0,43,43,1
"29",197,3,2,0,8,43.5384615384615,62,2
"29",171,1,0,0,2,41,38,2
"29",112,3,0,0,0,36.3333333333333,38,1
"24",141,3,0,0,0,36.3333333333333,38,3
"29",178,0,1,1,0,47.5,43,2
"29",128,0,3,1,1,52.4,33,1
"29",129,2,0,1,0,39.6666666666667,48,1
"24",94,0,0,2,0,42.5,28,1
"29",210,1,0,1,3,33,38,2
"27",108,1,0,0,0,33,33,1
"9",189,1,0,0,0,43,43,3
"29",131,0,1,0,0,57,57,1
"29",95,0,0,1,3,33,38,1
"29",151,0,2,1,1,44,57,1
"29",186,9,0,0,4,43.3846153846154,28,2
"29",98,13,0,0,4,45.4117647058824,38,1
"44",184,1,0,0,3,49,38,2
"29",170,1,2,1,2,45.1666666666667,48,2
"29",209,9,0,0,0,48.2222222222222,38,2
"29",115,3,11,0,1,43.6666666666667,38,1
"29",189,0,0,1,0,33,33,2
"29",218,0,5,0,0,51.4,67,2
"29",98,1,0,2,2,38.8,62,1
"9",137,3,8,5,0,44.125,38,3
"29",103,0,1,1,0,57.5,67,1
"9",134,0,0,1,0,23,23,3
"46",103,1,0,0,0,43,43,1
"29",101,0,0,2,2,45.5,48,1
"29",132,1,4,2,0,47.5714285714286,48,1
"29",168,8,6,1,2,41,28,2
"9",206,19,10,10,0,43.5641025641026,28,3
"29",163,1,11,1,18,37.6129032258064,43,2
"29",105,0,0,1,0,48,48,1
"46",142,1,0,0,0,38,38,3
"29",187,0,1,0,0,38,38,2
"29",163,5,0,0,3,34.875,33,2
"29",112,0,1,15,1,40.5882352941176,52,1
"29",117,0,10,2,0,49.0833333333333,43,1
"29",164,5,0,0,4,36.5555555555556,43,2
"29",193,0,2,0,0,55,43,2
"29",158,4,9,4,5,43.6363636363636,48,2
"29",199,4,5,1,10,49,62,2
"29",221,3,0,0,1,44,38,2
"29",117,0,2,0,0,59.5,57,1
"46",137,0,0,1,0,48,48,3
"46",169,3,0,1,0,57,48,2
"29",207,0,1,0,0,38,38,2
"29",151,5,1,2,2,39.1,33,1
"29",99,7,5,6,3,42.6666666666667,28,1
"29",125,0,1,0,0,52,52,1
"29",110,0,0,0,3,38,38,1
"29",145,6,2,1,2,46.1818181818182,38,1
"29",205,2,0,0,0,67,62,2
"9",185,0,4,3,0,51.8571428571429,48,3
"9",102,0,0,2,0,38,28,3
"29",119,0,1,0,1,50,43,1
"29",110,1,0,0,0,38,38,1
"29",196,2,2,16,0,41.8,38,2
"29",154,9,6,12,2,44.1379310344828,38,2
"29",125,0,0,5,2,41.5714285714286,33,1
"29",199,1,0,1,1,46,33,2
"24",100,0,0,1,0,23,23,1
"29",112,0,0,1,0,48,48,1
"29",164,1,0,0,0,28,28,2
"9",106,16,0,0,0,49.5,38,3
"9",210,0,0,6,0,34.6666666666667,28,3
"16",203,0,0,1,0,28,28,2
"29",93,4,0,2,0,39.5,28,1
"29",132,0,5,3,3,44.4545454545455,67,1
"29",113,0,0,2,0,41.5,55,1
"29",177,0,0,4,3,39.7142857142857,65,2
"9",114,4,0,0,0,30.5,33,3
"29",125,0,1,0,0,57,57,1
"46",134,0,0,1,0,43,43,3
"29",168,4,0,1,0,42.8,23,2
"29",219,1,0,2,0,41,38,2
"29",190,0,0,2,0,38,48,2
"46",216,0,1,0,0,43,43,2
"29",175,0,0,3,2,30,28,2
"29",203,6,0,1,20,39.962962962963,38,2
"29",106,0,0,2,6,33,38,1
"9",119,0,4,0,0,51.25,57,3
"29",110,2,0,2,0,41,38,1
"29",191,8,0,0,3,50.2727272727273,62,2
"29",162,0,2,0,2,42.5,52,2
"29",208,0,5,0,0,59,52,2
"16",192,0,0,0,1,33,33,2
"24",204,9,0,0,0,53.5555555555556,62,2
"29",113,0,1,0,0,67,67,1
"9",94,0,0,3,0,37,55,3
"29",188,3,7,0,23,39.8181818181818,43,2
