country,day_in_year,trousers,skirts,blouses,sale,avg_price,last_product_price
29,115,0,6,0,1,53.714285714285715,57
29,115,0,1,0,0,38.0,38
29,115,0,0,0,1,33.0,33
29,115,0,2,3,0,49.4,52
29,115,0,1,0,0,57.0,57
29,115,0,1,0,0,52.0,52
29,115,1,27,7,7,47.88095238095238,38
29,115,0,0,0,1,48.0,48
29,115,0,0,0,1,43.0,43
29,115,0,0,2,4,39.166666666666664,28
29,115,0,0,2,0,38.0,48
29,115,2,0,8,0,43.9,28
29,115,0,1,1,0,50.0,52
29,115,4,6,0,0,42.3,67
29,115,0,5,3,0,44.0,52
29,115,2,0,0,2,39.25,38
29,115,0,1,2,0,42.666666666666664,43
29,115,0,3,0,0,62.0,67
29,115,0,4,0,0,38.0,38
29,115,1,1,0,6,35.375,33
29,115,1,0,2,1,41.75,38
29,115,9,6,0,5,44.8,52
29,115,0,2,0,0,38.0,38
29,115,3,0,0,0,36.333333333333336,28
29,115,2,3,1,4,40.1,60
29,115,3,0,3,0,44.5,48
29,115,3,0,0,0,43.666666666666664,60
9,115,1,0,3,0,49.25,20
29,115,0,5,0,0,55.0,52
29,115,1,2,0,0,52.333333333333336,62
29,115,0,1,0,0,52.0,52
29,115,0,5,0,0,51.4,43
29,115,0,0,0,14,31.214285714285715,33
29,115,5,4,2,3,52.0,33
29,115,0,0,2,0,55.0,33
29,115,1,0,0,0,33.0,33
29,115,0,0,1,5,37.166666666666664,43
29,115,2,1,0,5,36.125,43
29,115,6,0,5,5,44.25,43
29,115,0,0,3,3,41.666666666666664,55
29,115,0,2,1,0,50.666666666666664,48
29,115,4,0,0,0,47.75,43
29,115,0,1,1,1,33.0,38
46,115,2,0,1,0,41.333333333333336,38
29,115,0,1,1,0,33.0,28
29,115,0,1,7,3,41.36363636363637,38
29,115,1,0,0,0,62.0,62
29,115,8,4,6,0,40.611111111111114,23
29,115,3,0,0,0,49.333333333333336,43
29,115,1,0,0,0,62.0,62
29,115,6,2,0,4,39.166666666666664,48
46,115,1,0,0,0,28.0,28
46,115,0,1,0,0,38.0,38
46,115,1,0,0,0,62.0,62
46,115,1,0,0,0,43.0,43
46,115,0,0,1,0,23.0,23
29,115,0,0,1,0,38.0,38
29,115,3,4,6,22,38.857142857142854,38
9,115,1,0,0,0,43.0,43
29,115,4,0,0,5,37.44444444444444,43
29,115,15,0,0,4,48.21052631578947,62
29,115,1,0,0,0,33.0,33
29,115,2,0,2,0,50.25,48
29,115,2,1,0,0,49.0,52
29,115,1,0,0,0,38.0,38
29,115,2,3,3,1,46.111111111111114,38
44,115,4,0,0,0,35.5,43
16,115,2,6,0,0,57.125,38
29,115,0,3,1,7,41.0,57
9,115,0,5,0,0,43.6,33
9,115,0,4,0,0,44.0,38
9,115,5,3,7,0,46.6,57
9,115,3,0,0,0,38.0,38
46,115,0,2,0,0,45.0,38
29,115,2,0,0,0,57.5,82
29,115,0,10,0,0,48.4,38
29,115,0,4,0,4,42.0,38
29,115,0,2,0,0,45.0,38
29,115,6,0,0,0,44.5,28
29,115,0,0,1,1,42.5,33
9,115,7,0,9,0,42.5625,43
29,115,1,0,0,0,62.0,62
29,115,6,0,0,0,51.666666666666664,38
29,115,1,10,9,2,43.68181818181818,57
29,115,1,1,2,3,44.857142857142854,43
9,116,3,1,0,0,47.5,52
29,116,1,6,1,8,43.4375,43
21,116,2,0,1,0,33.0,28
29,116,0,0,2,1,45.333333333333336,55
24,116,0,2,0,0,54.5,57
29,116,6,0,0,0,56.666666666666664,82
29,116,2,0,0,0,43.0,43
9,116,0,0,2,0,28.0,28
9,116,0,1,2,0,44.333333333333336,48
9,116,11,3,9,0,50.43478260869565,48
24,116,1,0,0,0,43.0,43
29,116,0,0,0,40,35.8,43
29,116,0,3,0,0,57.333333333333336,67
29,116,0,0,0,1,43.0,43
29,116,2,0,1,0,41.333333333333336,48
9,116,2,0,0,0,47.5,33
9,116,1,1,0,0,62.0,72
9,116,12,1,1,0,49.785714285714285,43
29,116,0,4,0,0,58.5,62
9,116,2,1,0,0,54.0,57
29,116,2,1,0,1,46.25,28
29,116,1,0,2,0,42.666666666666664,28
29,116,7,0,0,0,44.857142857142854,62
29,116,2,0,7,2,40.18181818181818,33
24,116,2,0,0,0,62.0,62
24,116,0,0,1,0,33.0,33
24,116,1,1,0,1,38.0,33
24,116,2,0,0,0,45.0,62
24,116,6,4,1,0,43.63636363636363,48
24,116,1,0,0,3,44.0,62
9,116,5,2,0,0,45.857142857142854,52
29,116,0,0,1,0,23.0,23
29,116,2,1,1,0,44.0,52
29,116,0,0,18,4,39.09090909090909,33
29,116,1,0,0,4,39.0,33
29,116,1,0,0,0,38.0,38
14,116,1,0,0,0,48.0,48
29,116,0,0,1,0,43.0,43
29,116,0,0,1,1,43.0,48
29,116,0,0,2,2,39.25,48
29,116,0,4,0,0,51.25,38
24,116,0,3,4,2,41.77777777777778,28
29,116,7,0,0,4,41.09090909090909,38
9,116,4,2,0,0,46.833333333333336,62
29,116,0,0,2,2,36.75,33
29,116,1,0,0,0,62.0,62
29,116,5,0,0,0,56.4,62
29,116,1,0,0,2,36.333333333333336,43
29,116,2,0,1,0,42.666666666666664,28
29,116,0,1,2,0,34.666666666666664,28
29,116,4,0,10,4,40.888888888888886,62
29,116,0,0,2,1,38.0,43
29,116,2,0,0,0,44.0,55
29,116,3,5,2,0,49.0,43
29,116,1,0,0,0,38.0,38
29,116,0,0,4,0,30.5,48
29,116,0,2,1,0,50.666666666666664,52
29,116,0,0,1,0,48.0,48
29,116,3,0,3,4,40.9,33
29,116,0,0,0,1,33.0,33
29,116,1,8,0,1,49.8,28
29,116,0,3,1,2,50.0,43
29,116,0,2,4,0,44.5,33
29,116,0,0,0,1,28.0,28
29,116,3,0,0,0,54.0,62
29,116,0,1,0,0,67.0,67
29,116,0,0,0,2,25.5,28
29,116,0,3,0,1,47.5,33
29,116,0,0,0,1,43.0,43
29,116,0,0,2,0,23.0,23
29,116,2,1,0,0,38.0,43
29,116,2,0,2,0,39.25,43
29,116,0,1,0,2,38.0,33
29,116,0,1,0,0,62.0,62
29,116,2,1,0,0,36.0,28
29,116,2,0,0,0,33.0,33
29,116,1,0,0,0,62.0,62
29,116,0,0,0,1,28.0,28
29,116,2,0,0,0,60.0,38
29,116,2,0,0,0,47.5,62
29,116,3,5,2,3,48.30769230769231,43
29,116,0,1,0,0,43.0,43
29,116,0,2,1,0,59.0,62
29,116,2,0,2,3,35.142857142857146,38
29,116,3,0,1,0,48.75,52
29,116,2,0,0,0,57.5,72
29,116,1,0,0,0,62.0,62
29,116,1,5,5,6,36.94117647058823,28
29,116,0,0,1,0,77.0,77
24,116,1,0,1,0,35.5,43
29,116,0,0,0,1,33.0,33
29,116,0,0,0,4,28.0,23
29,116,5,0,2,4,41.45454545454545,38
29,116,0,2,0,0,57.0,57
29,116,0,0,0,2,43.0,48
29,116,2,0,2,19,39.69565217391305,43
29,116,0,2,0,0,48.0,48
29,116,4,0,0,1,43.6,28
29,116,0,5,0,1,44.333333333333336,52
9,116,0,3,3,0,44.333333333333336,38
29,116,0,3,0,0,52.333333333333336,48
29,116,1,0,9,0,44.1,38
29,116,0,1,0,5,42.833333333333336,62
29,116,0,0,0,3,33.0,43
29,116,3,0,0,0,49.333333333333336,43
29,116,0,15,0,0,49.46666666666667,52
29,116,5,0,0,0,41.8,38
29,116,12,0,0,0,52.416666666666664,43
29,116,0,1,1,5,42.57142857142857,43
29,116,10,4,4,10,40.607142857142854,43
29,116,0,0,0,2,30.5,33
29,116,7,0,0,7,39.0,33
29,116,0,2,0,0,52.0,52
29,116,0,0,0,4,38.0,48
29,116,0,0,3,7,32.0,33
29,116,0,2,0,0,38.0,38
46,116,1,0,0,0,38.0,38
29,116,0,6,0,0,46.0,57
44,116,0,1,1,0,42.5,28
9,116,4,1,0,0,61.2,62
29,116,2,0,0,0,33.0,33
29,116,0,0,0,2,54.0,43
29,116,0,6,0,5,41.0,38
29,116,1,0,0,0,62.0,62
29,116,0,2,1,0,41.0,28
44,116,14,4,5,0,51.43478260869565,28
29,116,4,0,0,1,36.0,38
29,116,0,0,2,1,46.333333333333336,43
9,116,1,3,0,0,59.5,67
29,116,0,1,0,0,57.0,57
22,116,10,0,0,1,46.36363636363637,33
29,116,1,2,0,0,46.0,38
29,116,0,0,0,2,33.0,33
29,116,1,0,2,18,38.0,48
29,116,0,2,0,0,40.5,38
29,116,3,1,5,2,44.09090909090909,38
29,116,8,2,0,2,39.833333333333336,52
29,116,2,1,5,19,36.96296296296296,52
29,116,0,8,0,0,54.875,67
29,116,3,0,0,0,43.666666666666664,60
29,116,2,1,0,0,42.666666666666664,52
29,116,4,0,0,1,49.2,82
29,116,0,5,0,0,49.6,48
29,116,0,3,2,0,44.2,26
29,116,0,0,0,2,38.0,48
29,116,7,0,7,2,35.1875,23
29,116,4,3,1,8,42.5625,38
29,116,0,2,2,3,44.285714285714285,43
29,116,0,0,0,6,33.0,33
29,116,0,0,0,2,35.5,33
29,116,2,0,0,1,41.333333333333336,38
29,116,0,1,0,0,67.0,67
29,116,1,0,1,0,47.5,57
29,116,21,2,4,16,41.604651162790695,50
9,116,3,1,1,0,40.6,28
9,116,0,0,1,0,28.0,28
29,116,0,0,2,0,25.5,28
29,116,4,3,6,4,42.705882352941174,33
29,116,0,3,0,0,44.333333333333336,57
29,116,1,0,0,1,50.0,62
9,116,1,0,0,0,28.0,28
29,116,7,5,6,0,46.888888888888886,48
9,116,1,0,1,0,55.0,48
46,116,0,1,0,0,57.0,57
46,116,0,1,0,0,52.0,52
46,116,1,0,0,0,38.0,38
46,116,0,0,1,0,48.0,48
46,116,0,0,1,0,33.0,33
46,116,0,0,1,0,48.0,48
9,116,2,1,0,0,47.666666666666664,57
29,116,3,0,0,0,42.666666666666664,62
9,116,3,0,1,0,41.5,33
29,116,2,2,3,10,41.88235294117647,48
29,116,0,1,0,0,38.0,38
29,116,14,7,0,1,45.13636363636363,38
29,116,4,1,0,0,39.8,52
29,116,6,2,6,3,40.76470588235294,33
44,116,0,2,2,0,42.75,43
29,116,2,1,4,2,43.44444444444444,57
9,116,4,1,0,0,48.4,52
9,116,0,2,0,0,54.5,57
24,116,0,1,10,3,41.214285714285715,38
29,116,0,0,1,0,52.0,52
29,116,0,0,1,0,43.0,43
29,116,1,0,0,0,33.0,33
29,116,0,4,1,1,41.0,28
29,116,0,1,1,0,42.5,23
29,117,8,0,0,0,45.875,38
29,117,0,6,11,0,45.35294117647059,57
9,117,6,0,0,0,55.0,82
9,117,0,1,0,0,57.0,57
29,117,3,0,0,0,48.666666666666664,60
29,117,0,5,0,3,43.375,48
29,117,6,2,1,2,47.72727272727273,48
29,117,0,0,0,1,38.0,38
29,117,0,2,1,1,44.0,33
29,117,3,0,0,0,46.0,38
9,117,0,0,1,0,33.0,33
9,117,20,0,0,0,55.05,62
29,117,0,3,2,1,47.5,33
29,117,0,0,1,3,39.25,48
29,117,0,0,0,1,43.0,43
29,117,4,0,0,1,56.4,62
29,117,2,2,0,0,45.0,38
27,117,2,5,5,1,48.76923076923077,28
29,117,2,4,3,5,48.285714285714285,23
29,117,2,0,3,2,42.285714285714285,48
29,117,0,0,0,1,33.0,33
29,117,0,2,0,0,59.5,57
9,117,21,14,44,0,47.77215189873418,43
29,117,3,1,9,1,45.857142857142854,72
29,117,3,1,0,0,35.5,38
29,117,17,1,8,9,43.91428571428571,50
29,117,0,0,3,0,44.666666666666664,48
29,117,2,2,0,1,45.6,52
29,117,0,4,1,3,42.75,28
29,117,15,4,10,7,43.138888888888886,48
29,117,0,0,3,2,33.0,48
29,117,1,0,0,0,43.0,43
29,117,2,1,14,1,41.166666666666664,43
29,117,0,0,1,0,28.0,28
29,117,0,1,0,0,57.0,57
29,117,0,0,0,1,23.0,23
29,117,0,1,0,0,48.0,48
29,117,0,0,1,0,43.0,43
29,117,1,2,0,2,52.0,65
29,117,2,0,0,0,35.5,28
29,117,3,3,0,5,42.63636363636363,57
29,117,0,0,0,1,38.0,38
29,117,3,0,1,1,47.6,33
29,117,5,6,2,1,43.07142857142857,48
29,117,0,0,2,0,30.5,33
29,117,1,0,1,0,35.5,43
29,117,1,2,2,0,49.4,57
29,117,7,4,18,6,39.48571428571429,38
29,117,0,0,9,1,44.9,38
29,117,0,0,0,1,43.0,43
29,117,0,0,1,0,48.0,48
29,117,3,0,0,0,34.666666666666664,38
29,117,0,0,1,0,26.0,26
29,117,0,0,15,2,42.64705882352941,48
29,117,0,0,0,5,38.0,33
29,117,0,0,0,1,43.0,43
29,117,0,2,0,1,47.333333333333336,33
29,117,0,0,1,6,32.285714285714285,23
29,117,0,0,0,1,23.0,23
29,117,3,1,0,0,53.5,52
29,117,1,0,1,2,44.75,43
29,117,0,1,0,0,52.0,52
29,117,0,2,1,0,47.666666666666664,38
29,117,0,4,0,0,59.5,57
29,117,4,3,3,1,38.18181818181818,28
29,117,0,0,1,1,35.5,38
29,117,0,3,1,7,39.09090909090909,43
29,117,4,19,7,12,42.88095238095238,26
29,117,0,2,0,0,50.0,62
29,117,0,0,0,7,34.42857142857143,48
29,117,0,0,1,0,33.0,33
29,117,1,1,0,0,59.5,62
29,117,1,2,1,0,41.75,48
29,117,1,2,5,2,35.1,38
29,117,2,0,0,0,43.0,43
29,117,0,1,3,0,39.0,23
29,117,0,0,3,0,41.333333333333336,48
29,117,3,3,5,10,38.0,33
29,117,0,0,0,1,33.0,33
29,117,0,1,0,0,57.0,57
29,117,0,0,0,2,23.0,23
29,117,0,0,2,0,35.5,43
29,117,0,0,0,2,40.5,38
29,117,0,1,0,1,37.5,52
29,117,7,0,0,0,43.42857142857143,62
29,117,3,2,5,2,41.583333333333336,52
29,117,0,0,0,1,38.0,38
29,117,1,0,0,0,38.0,38
29,117,0,1,2,0,51.0,48
29,117,3,0,0,0,44.333333333333336,33
29,117,8,0,0,0,37.875,38
29,117,0,1,1,0,47.5,38
29,117,0,3,0,0,44.333333333333336,38
29,117,0,3,4,0,47.0,62
29,117,0,0,7,4,35.63636363636363,28
29,117,0,0,0,1,38.0,38
29,117,2,0,0,0,35.5,38
29,117,1,0,0,0,62.0,62
29,117,2,5,7,13,38.888888888888886,33
29,117,2,1,0,0,38.0,38
46,117,0,0,1,0,43.0,43
46,117,0,0,1,0,48.0,48
46,117,0,1,0,0,52.0,52
46,117,1,0,0,0,43.0,43
46,117,1,0,0,0,72.0,72
29,117,0,10,2,0,49.083333333333336,43
29,117,0,0,1,0,38.0,38
24,117,0,0,1,1,40.5,33
9,117,16,1,14,0,45.29032258064516,28
29,117,0,0,1,0,48.0,48
9,117,3,4,9,0,49.9375,38
9,117,6,0,0,0,50.0,38
9,117,20,8,4,0,46.8125,82
29,117,0,0,0,1,38.0,38
29,117,0,0,0,2,28.0,28
29,117,3,0,0,0,44.333333333333336,62
29,117,2,0,2,0,44.0,33
29,118,6,0,10,0,41.375,62
9,118,3,0,0,0,52.333333333333336,62
29,118,4,2,0,1,49.714285714285715,38
9,118,7,0,0,0,62.857142857142854,62
42,118,4,9,6,7,47.84615384615385,48
9,118,9,7,21,0,42.567567567567565,38
9,118,0,2,0,0,52.0,52
9,118,6,1,7,0,45.714285714285715,43
9,118,3,0,0,0,54.0,38
29,118,0,1,0,0,43.0,43
29,118,3,2,0,0,45.6,52
29,118,4,1,0,2,48.142857142857146,62
9,118,7,0,2,0,41.22222222222222,43
9,118,0,0,5,0,50.2,48
29,118,0,0,0,1,43.0,43
29,118,0,0,2,1,34.666666666666664,23
29,118,0,4,0,1,55.2,33
29,118,0,0,0,3,36.333333333333336,43
24,118,0,4,0,0,45.0,38
9,118,3,0,0,0,41.333333333333336,43
29,118,0,2,0,0,54.5,57
29,118,0,0,2,3,40.0,33
29,118,3,0,4,0,41.857142857142854,43
29,118,0,7,2,0,46.111111111111114,38
29,118,3,8,0,0,52.81818181818182,38
29,118,1,0,0,0,28.0,28
29,118,0,1,0,0,38.0,38
29,118,6,1,2,0,44.333333333333336,38
9,118,1,6,0,0,46.857142857142854,48
9,118,2,0,0,0,43.0,43
29,118,1,0,1,1,39.666666666666664,48
24,118,5,0,0,0,59.8,60
29,118,4,0,0,0,48.25,62
29,118,0,0,1,3,29.75,20
29,118,0,0,1,0,28.0,28
29,118,2,0,0,0,43.0,43
29,118,0,1,0,0,38.0,38
29,118,4,4,2,1,46.54545454545455,33
9,118,5,0,0,0,48.8,38
29,118,0,0,1,0,33.0,33
29,118,1,3,1,0,58.2,77
29,118,1,0,0,3,29.25,33
29,118,0,0,3,0,41.333333333333336,48
29,118,0,4,0,1,51.4,57
29,118,0,0,6,2,40.5,33
29,118,0,0,0,2,33.0,33
29,118,2,3,1,4,38.8,28
29,118,0,0,1,0,28.0,28
29,118,1,0,0,0,62.0,62
29,118,0,0,0,1,38.0,38
29,118,1,3,0,0,46.25,33
29,118,0,1,1,0,42.5,57
29,118,0,0,0,1,33.0,33
29,118,0,3,0,0,36.333333333333336,33
29,118,0,2,0,0,57.0,57
29,118,0,5,0,0,52.2,52
29,118,2,0,0,0,30.5,33
29,118,2,0,0,0,33.0,38
29,118,0,0,0,2,28.0,28
29,118,0,0,1,0,48.0,48
29,118,0,1,0,0,57.0,57
29,118,2,1,4,0,48.285714285714285,62
29,118,1,4,4,0,44.333333333333336,48
29,118,0,4,0,0,53.5,57
29,118,1,0,0,1,47.5,62
29,118,0,2,1,7,38.8,28
29,118,11,0,0,0,44.54545454545455,28
29,118,1,0,1,0,35.5,28
29,118,1,0,8,1,43.3,33
29,118,0,1,0,4,38.0,38
29,118,7,7,0,5,43.0,67
29,118,0,0,1,0,33.0,33
29,118,1,0,0,0,38.0,38
29,118,3,2,0,0,38.0,33
29,118,3,7,1,0,51.09090909090909,48
29,118,14,0,16,0,40.03333333333333,28
29,118,0,1,0,0,52.0,52
29,118,0,0,1,0,28.0,28
29,118,0,0,0,2,28.0,28
29,118,2,0,0,0,50.0,38
29,118,17,3,3,0,44.869565217391305,62
29,118,11,5,0,0,52.25,62
29,118,1,0,0,0,43.0,43
29,118,5,14,10,7,43.77777777777778,38
29,118,0,7,0,0,50.285714285714285,67
29,118,10,0,0,0,40.8,38
29,118,0,1,0,1,45.0,57
29,118,0,3,0,0,42.666666666666664,38
29,118,0,6,11,8,41.0,48
29,118,9,3,1,0,58.76923076923077,38
29,118,0,0,7,0,41.57142857142857,38
29,118,2,3,3,1,36.22222222222222,38
29,118,0,0,1,2,31.333333333333332,23
29,118,3,0,0,0,43.0,43
29,118,3,11,8,3,42.52,52
29,118,1,0,5,0,47.166666666666664,48
29,118,0,0,0,1,33.0,33
29,118,3,0,0,0,36.333333333333336,43
29,118,0,1,0,0,52.0,52
29,118,5,7,0,1,57.23076923076923,62
29,118,0,0,0,1,23.0,23
29,118,19,2,0,0,44.38095238095238,38
29,118,1,7,0,0,53.0,38
29,118,2,0,0,0,38.0,38
29,118,1,0,0,0,82.0,82
29,118,3,0,0,0,31.333333333333332,33
29,118,0,0,2,3,38.4,43
29,118,8,0,6,0,42.92857142857143,28
29,118,0,7,0,5,47.25,38
29,118,4,0,0,7,33.0,43
29,118,2,3,3,5,43.53846153846154,48
46,118,6,5,3,0,44.42857142857143,26
29,118,0,8,0,0,52.875,38
29,118,6,0,0,0,42.0,38
29,118,0,1,3,0,45.25,62
29,118,2,0,0,0,40.5,43
29,118,3,0,0,0,49.333333333333336,43
29,118,2,0,1,0,47.666666666666664,33
29,118,2,2,0,1,36.8,33
29,118,0,0,2,0,38.0,28
29,118,0,2,0,0,52.5,67
29,118,2,2,1,1,39.666666666666664,33
29,118,0,1,0,5,39.666666666666664,38
9,118,2,0,0,0,45.0,62
29,118,0,0,1,0,48.0,48
29,118,1,0,0,0,38.0,38
29,118,0,4,3,0,42.0,48
9,118,3,0,0,0,33.0,38
29,118,1,2,0,0,60.333333333333336,62
29,118,4,0,0,0,50.0,38
29,118,0,0,1,0,33.0,33
46,118,1,0,0,0,43.0,43
46,118,0,0,1,0,48.0,48
46,118,1,0,0,0,43.0,43
46,118,0,0,1,0,28.0,28
29,118,0,1,0,0,62.0,62
29,118,16,1,9,10,45.166666666666664,43
29,118,4,0,4,4,37.083333333333336,28
29,118,0,2,0,0,54.5,57
29,118,0,0,1,0,28.0,28
9,118,0,0,2,0,38.0,28
29,118,0,0,2,1,41.333333333333336,33
29,118,1,1,6,12,37.35,48
29,118,2,3,0,0,47.4,33
29,118,2,0,0,0,50.0,62
44,118,4,3,4,0,47.45454545454545,62
29,118,5,5,0,1,48.45454545454545,38
29,118,0,11,5,1,48.35294117647059,43
9,118,2,1,0,0,65.33333333333333,52
29,118,0,4,0,0,57.25,67
29,118,1,0,0,0,33.0,33
29,118,0,1,0,0,38.0,38
29,118,0,0,5,0,30.4,43
29,118,0,3,0,0,47.333333333333336,38
29,118,2,0,0,3,37.0,38
29,118,0,2,0,0,57.0,57
29,118,9,11,8,0,50.5,33
10,119,1,0,0,0,62.0,62
29,119,3,2,3,1,42.77777777777778,38
29,119,7,0,0,4,43.54545454545455,43
16,119,0,2,1,0,46.0,43
29,119,2,3,6,3,40.285714285714285,57
9,119,1,0,0,0,33.0,33
9,119,3,0,0,0,39.666666666666664,43
24,119,0,2,0,0,64.5,62
29,119,8,0,2,0,44.2,43
29,119,0,0,4,0,26.75,18
29,119,1,0,2,1,41.75,48
24,119,0,0,1,0,48.0,48
29,119,2,0,0,0,47.5,62
29,119,0,1,0,0,43.0,43
29,119,2,0,0,0,52.5,62
29,119,0,2,0,0,52.0,52
29,119,4,0,1,0,43.8,48
41,119,0,2,4,1,43.714285714285715,43
9,119,1,0,0,0,38.0,38
9,119,2,0,5,0,40.285714285714285,18
29,119,0,3,0,0,49.0,52
27,119,2,3,4,0,49.666666666666664,62
29,119,0,0,0,1,43.0,43
29,119,1,0,0,0,38.0,38
29,119,0,0,3,0,49.333333333333336,57
29,119,2,0,0,1,60.666666666666664,38
9,119,3,1,0,0,48.75,62
29,119,1,0,0,0,33.0,33
24,119,1,0,0,0,28.0,28
29,119,0,6,0,4,42.3,33
29,119,6,0,1,0,40.0,26
29,119,1,0,0,0,33.0,33
24,119,0,3,0,0,50.666666666666664,43
29,119,1,0,0,0,38.0,38
41,119,1,0,0,0,43.0,43
29,119,0,0,0,1,23.0,23
29,119,3,9,3,1,43.5625,38
29,119,0,4,9,0,42.07692307692308,48
29,119,0,6,0,1,51.0,57
9,119,1,0,0,0,38.0,38
24,119,0,1,3,3,35.714285714285715,43
29,119,2,2,1,0,46.6,38
29,119,0,0,6,0,40.5,48
29,119,0,4,6,0,45.9,48
24,119,0,0,2,0,45.0,33
9,119,0,4,0,0,56.0,38
29,119,1,0,0,0,62.0,62
29,119,1,0,0,0,38.0,38
29,119,3,0,2,0,39.0,43
29,119,3,8,1,0,46.0,43
29,119,3,0,0,0,47.0,43
29,119,3,0,0,6,34.55555555555556,33
29,119,0,0,1,4,41.0,43
29,119,4,0,1,4,37.666666666666664,43
29,119,0,0,0,1,38.0,38
29,119,2,0,0,0,45.0,62
29,119,0,0,0,2,38.0,38
29,119,2,0,1,1,36.75,33
29,119,0,0,0,1,33.0,33
29,119,2,0,2,9,37.46153846153846,48
29,119,0,0,1,0,28.0,28
29,119,12,0,7,0,44.473684210526315,52
29,119,0,0,3,0,38.0,33
29,119,0,3,0,0,55.666666666666664,57
29,119,0,1,3,6,36.9,48
29,119,1,0,4,0,44.8,52
29,119,0,0,3,0,44.0,52
29,119,1,2,1,0,47.5,48
29,119,0,1,0,0,67.0,67
29,119,0,4,2,0,47.666666666666664,48
29,119,4,0,4,2,38.9,38
29,119,0,1,0,0,57.0,57
34,119,0,1,1,3,34.0,48
9,119,6,5,14,0,41.2,28
9,119,1,0,0,0,28.0,28
29,119,11,0,0,0,44.63636363636363,38
29,119,0,2,0,0,47.5,38
29,119,0,0,0,11,31.181818181818183,28
29,119,3,0,0,0,43.0,43
29,119,0,1,0,0,52.0,52
29,119,11,2,4,0,48.705882352941174,62
29,119,0,0,1,0,28.0,28
29,119,0,2,0,0,52.5,38
29,119,1,8,0,1,49.0,43
44,119,0,11,0,0,49.72727272727273,33
29,119,0,2,0,1,41.0,33
29,119,0,0,4,9,38.0,48
9,119,5,0,5,0,40.9,43
29,119,0,1,1,0,54.5,52
29,119,11,0,2,13,40.11538461538461,60
29,119,3,6,0,0,49.111111111111114,55
29,119,2,1,0,0,46.0,43
29,119,0,0,0,2,40.5,43
29,119,1,1,0,0,45.0,57
29,119,0,2,0,0,52.0,52
29,119,4,0,0,5,41.22222222222222,43
29,119,1,6,1,1,49.0,23
29,119,0,3,0,0,49.0,38
29,119,1,1,0,1,44.333333333333336,33
29,119,6,11,2,9,43.357142857142854,33
29,119,12,3,9,12,42.55555555555556,57
29,119,10,1,0,3,45.0,38
29,119,25,3,8,0,47.583333333333336,52
29,119,2,1,3,1,40.0,48
29,119,0,0,6,0,38.0,48
29,119,1,2,5,1,43.888888888888886,38
24,119,1,0,0,0,62.0,62
29,119,0,6,0,0,53.833333333333336,57
29,119,2,0,0,1,42.666666666666664,28
9,119,0,3,7,0,46.2,48
44,119,0,0,1,0,20.0,20
29,119,0,0,0,1,38.0,38
29,119,3,2,0,3,42.25,28
29,119,1,0,1,1,43.0,38
29,119,0,0,0,2,35.5,38
29,119,0,0,7,17,37.833333333333336,43
29,119,0,2,0,0,35.5,38
29,119,0,0,2,0,28.0,28
29,119,9,0,0,8,42.470588235294116,38
29,119,0,1,0,0,52.0,52
9,119,0,4,0,0,51.25,57
29,119,0,3,0,0,65.33333333333333,67
29,119,1,1,0,0,35.5,33
29,119,1,0,0,4,36.8,23
29,119,8,3,4,3,38.666666666666664,28
29,119,0,1,0,0,62.0,62
29,119,1,2,2,0,45.8,48
29,119,2,0,1,0,50.666666666666664,62
29,119,2,0,0,0,60.0,38
29,119,0,2,0,0,57.0,57
29,119,6,0,0,1,44.142857142857146,33
29,119,8,5,2,3,42.72222222222222,62
29,119,0,2,0,0,50.0,62
29,119,0,1,0,0,57.0,57
29,119,2,0,0,0,33.0,33
29,119,4,2,4,5,34.93333333333333,28
29,119,0,1,0,0,67.0,67
29,119,1,0,0,0,28.0,28
29,119,0,1,0,1,50.0,43
29,119,1,3,0,1,47.4,62
29,119,0,0,4,0,43.0,48
29,119,0,0,0,1,38.0,38
29,119,2,1,2,2,41.42857142857143,38
29,119,0,1,0,0,67.0,67
29,119,10,0,6,5,41.19047619047619,38
29,119,2,5,0,8,42.333333333333336,33
29,119,0,0,6,0,44.0,57
29,119,0,1,0,0,52.0,52
9,119,27,5,6,0,52.5,28
29,119,0,0,2,0,33.0,33
29,119,6,0,0,0,45.166666666666664,33
29,119,0,2,0,1,41.333333333333336,38
29,119,1,0,0,1,40.5,33
29,119,0,1,0,3,40.5,48
29,119,0,4,5,0,47.55555555555556,38
29,119,4,0,1,0,35.0,33
9,119,2,1,0,0,49.0,62
9,119,0,5,11,0,41.0625,28
29,119,0,0,1,0,48.0,48
29,119,0,5,0,2,42.0,38
9,119,0,10,8,0,48.333333333333336,48
29,119,3,0,0,0,50.666666666666664,28
29,119,3,0,0,0,48.666666666666664,60
29,119,0,3,0,8,37.81818181818182,57
29,119,0,0,0,12,33.0,33
29,119,0,1,0,0,38.0,38
29,119,1,2,0,1,41.5,38
29,119,6,4,1,7,41.111111111111114,48
29,119,0,3,5,3,38.63636363636363,28
29,119,0,4,6,6,39.0,43
29,119,1,0,0,2,33.0,33
9,119,0,0,1,0,43.0,43
29,119,0,0,0,13,34.53846153846154,48
29,119,0,0,0,1,33.0,33
29,119,2,0,0,2,38.0,48
29,119,2,0,0,0,52.5,62
29,119,0,0,0,1,28.0,28
29,119,3,4,1,6,38.214285714285715,38
24,119,1,0,0,0,38.0,38
29,119,0,1,1,5,37.285714285714285,33
